venta_id,fecha,ciudad,sucursal,categoria,producto,proveedor,vendedor,cantidad,precio_unitario,descuento_pct,precio_final,total_venta,metodo_pago,devolucion,costo_unitario,margen_pct
V00144,2024-07-31,Mexicali,Mexicali-Baja,Ferretería,Brochas,Surtimax,Vendedor_22,5,6988.9,0,6988.9,34944.5,Transferencia,No,4063.13,27.6
V00145,2025-05-10,Mexicali,Mexicali-Baja,Ferretería,Adhesivos,Importaciones Mex,Vendedor_09,20,4392.87,10,3953.58,79071.6,Vale Despensa,Duplicado,2304.61,52.7
V00146,2025-05-06,Ensenada,Ensenada-Maneadero,Farmacia,Cuidado Personal,Logística Frontera,Vendedor_10,11,5537.41,25,4153.06,45683.66,Efectivo,No,3285.73,36.7
V00147,2025-03-28,Tecate,Tecate-Centro,Ropa,Chamarras,Comercial Baja,Vendedor_07,12,384.43,0,384.43,4613.16,Tarjeta Débito,Cambio de opinión,252.57,25.8
V00148,2024-02-21,Rosarito,Rosarito-Principal,Ropa,Pantalones,Importaciones Mex,Vendedor_21,8,4944.63,5,4697.4,37579.2,Tarjeta Débito,No,2289.97,31.5
V00149,2025-05-02,San Quintín,San Quintín-Central,Electrónica,Celulares,Importaciones Mex,Vendedor_25,14,91.19,0,91.19,1276.66,Tarjeta Crédito,No,48.36,40.8
V00150,2024-06-29,Tijuana,Tijuana-Zona Río,Ropa,Camisas,Abastos del Pacífico,Vendedor_26,14,7310.18,0,7310.18,102342.52,Transferencia,Defecto de fábrica,3630.07,45.0
V00151,2024-10-18,Ensenada,Ensenada-Centro,Electrónica,Audífonos,Comercial Baja,Vendedor_29,11,4565.3,0,4565.3,50218.3,Tarjeta Débito,No,3025.72,33.7
V00152,2024-01-15,Mexicali,Mexicali-Centro,Alimentos,Lácteos,Logística Frontera,Vendedor_19,6,5862.4,10,5276.16,31656.96,Tarjeta Débito,No,2895.29,49.2
V00153,2024-05-23,Tecate,Tecate-Centro,Ferretería,Adhesivos,Surtimax,Vendedor_30,6,739.57,0,739.57,4437.42,Tarjeta Débito,No,334.07,30.3
V00154,2025-01-03,Tecate,Tecate-Centro,Alimentos,Panadería,Proveedor Norte SA,Vendedor_22,9,4680.56,0,4680.56,42125.04,Efectivo,Duplicado,2650.83,21.4
V00155,2024-08-14,San Quintín,San Quintín-Central,Farmacia,Vitaminas,Mayoreo TJ,Vendedor_16,12,5127.76,10,4614.98,55379.76,Tarjeta Débito,Duplicado,2890.75,54.6
V00156,2024-03-24,Ensenada,Ensenada-Maneadero,Farmacia,Termómetros,Comercial Baja,Vendedor_17,8,6070.94,5,5767.39,46139.12,Tarjeta Crédito,No,2850.46,37.6
V00157,2024-12-01,Tijuana,Tijuana-Zona Río,Ferretería,Plomería,Comercial Baja,Vendedor_04,6,4602.98,0,4602.98,27617.88,Tarjeta Débito,No,2896.33,34.6
V00158,2024-02-29,Rosarito,Rosarito-Principal,Electrónica,Cámaras,Comercial Baja,Vendedor_22,15,1098.96,20,879.17,13187.55,Tarjeta Crédito,No,693.25,30.8
V00159,2024-03-02,Tijuana,Tijuana-Otay,Ferretería,Pinturas,Comercial Baja,Vendedor_02,3,410.05,15,348.54,1045.62,Tarjeta Crédito,Talla incorrecta,226.44,45.8
V00160,2024-03-23,San Quintín,San Quintín-Central,Alimentos,Cereales,Mayoreo TJ,Vendedor_21,13,3615.87,20,2892.7,37605.1,Tarjeta Crédito,No,1734.38,54.7
V00161,2025-04-19,Tecate,Tecate-Centro,Farmacia,Cuidado Personal,Abastos del Pacífico,Vendedor_18,10,6686.83,0,6686.83,66868.3,Transferencia,No,4385.49,24.9
V00162,2025-03-05,Ensenada,Ensenada-Centro,Alimentos,Carnes Frías,Proveedor Norte SA,Vendedor_08,2,7502.41,0,7502.41,15004.82,Tarjeta Débito,No,3502.3,38.8
V00163,2024-08-10,Tecate,Tecate-Centro,Ropa,Camisas,Mayoreo TJ,Vendedor_17,18,3248.01,5,3085.61,55540.98,Tarjeta Crédito,Defecto de fábrica,1651.74,51.7
V00164,2024-08-14,Rosarito,Rosarito-Principal,Ferretería,Adhesivos,Logística Frontera,Vendedor_09,17,1933.39,0,1933.39,32867.63,Efectivo,No,1139.11,38.7
V00165,2025-01-25,San Quintín,San Quintín-Central,Farmacia,Anteojos,Surtimax,Vendedor_23,12,4469.01,0,4469.01,53628.12,Transferencia,No,2467.18,27.0
V00166,2025-04-19,Mexicali,Mexicali-Nueva,Hogar,Cojines,Abastos del Pacífico,Vendedor_14,5,6802.26,10,6122.03,30610.15,Vale Despensa,Defecto de fábrica,3962.3,30.5
V00167,2024-07-14,Ensenada,Ensenada-Centro,Alimentos,Bebidas,Logística Frontera,Vendedor_13,3,7381.7,15,6274.44,18823.32,Vale Despensa,Defecto de fábrica,4434.41,49.9
V00168,2024-01-16,Mexicali,Mexicali-Nueva,Farmacia,Cuidado Personal,Importaciones Mex,Vendedor_24,10,3861.18,15,3282.0,32820.0,Efectivo,Duplicado,2458.49,45.2
V00169,2024-11-25,Mexicali,Mexicali-Nueva,Ferretería,Plomería,Abastos del Pacífico,Vendedor_15,18,3203.22,5,3043.06,54775.08,Vale Despensa,Cambio de opinión,1960.95,27.3
V00170,2024-07-27,Ensenada,Ensenada-Maneadero,Hogar,Lámparas,Surtimax,Vendedor_14,11,6432.39,25,4824.29,53067.19,Efectivo,No,3799.17,23.9
V00171,2024-08-23,Mexicali,Mexicali-Centro,Alimentos,Cereales,Importaciones Mex,Vendedor_16,11,2396.78,5,2276.94,25046.34,Vale Despensa,No,1470.79,42.4
V00172,2024-05-23,Ensenada,Ensenada-Maneadero,Farmacia,Termómetros,Comercial Baja,Vendedor_06,6,3713.59,15,3156.55,18939.3,Vale Despensa,No,2590.53,53.3
V00173,2024-08-24,Rosarito,Rosarito-Principal,Electrónica,Televisores,Mayoreo TJ,Vendedor_01,5,6126.49,20,4901.19,24505.95,Tarjeta Débito,Talla incorrecta,3531.51,29.9
V00174,2024-01-18,Rosarito,Rosarito-Principal,Farmacia,Termómetros,Logística Frontera,Vendedor_18,1,175.07,20,140.06,140.06,Tarjeta Crédito,No,79.53,47.5
V00175,2024-07-15,San Quintín,San Quintín-Central,Ropa,Pantalones,Logística Frontera,Vendedor_27,8,7348.49,0,7348.49,58787.92,Tarjeta Crédito,No,3797.93,30.9
V00176,2024-03-23,Ensenada,Ensenada-Maneadero,Hogar,Cojines,Distribuidora BC,Vendedor_13,10,7922.35,5,7526.23,75262.3,Transferencia,Defecto de fábrica,4312.07,34.0
V00177,2024-04-07,San Quintín,San Quintín-Central,Farmacia,Higiene,Proveedor Norte SA,Vendedor_08,11,707.35,20,565.88,6224.68,Tarjeta Débito,No,477.69,42.7
V00178,2024-02-03,Rosarito,Rosarito-Principal,Alimentos,Snacks,Surtimax,Vendedor_01,18,7397.07,10,6657.36,119832.48,Tarjeta Débito,No cumplió expectativas,4414.27,45.1
V00179,2025-02-02,San Quintín,San Quintín-Central,Electrónica,Audífonos,Surtimax,Vendedor_13,19,1341.48,5,1274.41,24213.79,Tarjeta Débito,No,868.78,42.6
V00180,2024-03-18,Tijuana,Tijuana-Zona Río,Farmacia,Bebés,Abastos del Pacífico,Vendedor_25,8,476.89,20,381.51,3052.08,Tarjeta Crédito,No,218.13,25.9
V00181,2024-07-09,Tecate,Tecate-Centro,Ropa,Ropa Interior,Abastos del Pacífico,Vendedor_03,14,4446.65,20,3557.32,49802.48,Vale Despensa,No,2329.35,24.9
V00182,2024-11-20,Tijuana,Tijuana-Garita,Alimentos,Lácteos,Distribuidora BC,Vendedor_03,13,3071.0,0,3071.0,39923.0,Efectivo,No,2105.91,32.8
V00183,2025-02-21,Ensenada,Ensenada-Centro,Ropa,Pantalones,Proveedor Norte SA,Vendedor_03,18,1539.76,25,1154.82,20786.76,Tarjeta Crédito,Talla incorrecta,906.23,38.9
V00184,2024-09-05,Ensenada,Ensenada-Maneadero,Electrónica,Audífonos,Mayoreo TJ,Vendedor_22,18,3339.79,0,3339.79,60116.22,Transferencia,No,1644.43,25.8
V00185,2024-11-02,Ensenada,Ensenada-Maneadero,Ropa,Pantalones,Distribuidora BC,Vendedor_12,14,1379.3,10,1241.37,17379.18,Tarjeta Crédito,No,946.28,43.8
V00186,2024-12-06,Tecate,Tecate-Centro,Hogar,Lámparas,Abastos del Pacífico,Vendedor_26,13,1127.14,0,1127.14,14652.82,Tarjeta Crédito,No,631.26,32.2
V00187,2024-11-17,San Quintín,San Quintín-Central,Alimentos,Conservas,Abastos del Pacífico,Vendedor_11,16,4845.53,5,4603.25,73652.0,Tarjeta Crédito,No cumplió expectativas,3070.7,40.3
V00188,2024-04-26,Rosarito,Rosarito-Principal,Alimentos,Cereales,Importaciones Mex,Vendedor_19,12,2278.39,20,1822.71,21872.52,Vale Despensa,No,1127.76,45.7
V00189,2025-02-22,Tijuana,Tijuana-La Mesa,Farmacia,Cuidado Personal,Mayoreo TJ,Vendedor_21,3,3535.72,10,3182.15,9546.45,Tarjeta Crédito,No,1805.0,41.3
V00190,2025-02-14,San Quintín,San Quintín-Central,Hogar,Lámparas,Abastos del Pacífico,Vendedor_18,19,3620.08,25,2715.06,51586.14,Efectivo,No,2344.65,29.4
V00191,2024-02-15,Rosarito,Rosarito-Principal,Electrónica,Tabletas,Abastos del Pacífico,Vendedor_25,6,5277.93,15,4486.24,26917.44,Tarjeta Crédito,No,3649.31,32.2
V00192,2025-01-18,Tijuana,Tijuana-Garita,Alimentos,Carnes Frías,Comercial Baja,Vendedor_25,15,4109.88,5,3904.39,58565.85,Vale Despensa,No,2558.85,21.0
V00193,2024-05-25,Tijuana,Tijuana-La Mesa,Electrónica,Audífonos,Logística Frontera,Vendedor_11,4,3357.0,0,3357.0,13428.0,Transferencia,No,2168.85,35.8
V00194,2024-03-09,Ensenada,Ensenada-Maneadero,Electrónica,Cámaras,Proveedor Norte SA,Vendedor_26,11,5789.85,25,4342.39,47766.29,Efectivo,Cambio de opinión,2638.12,28.7
V00195,2025-03-12,Tijuana,Tijuana-Otay,Farmacia,Cuidado Personal,Importaciones Mex,Vendedor_26,11,4152.15,0,4152.15,45673.65,Transferencia,No,2522.18,22.5
V00196,2025-03-15,San Quintín,San Quintín-Central,Hogar,Muebles,Proveedor Norte SA,Vendedor_23,15,5912.24,5,5616.63,84249.45,Tarjeta Débito,No,2964.67,45.1
V00197,2024-04-26,Tijuana,Tijuana-Zona Río,Electrónica,Celulares,Comercial Baja,Vendedor_17,15,2958.05,5,2810.15,42152.25,Tarjeta Crédito,Cambio de opinión,1772.59,39.5
V00198,2024-03-27,Rosarito,Rosarito-Principal,Alimentos,Conservas,Surtimax,Vendedor_04,10,6771.87,0,6771.87,67718.7,Tarjeta Débito,No cumplió expectativas,3564.34,22.3
V00199,2025-01-27,San Quintín,San Quintín-Central,Ferretería,Selladores,Mayoreo TJ,Vendedor_16,19,3375.0,0,3375.0,64125.0,Vale Despensa,No,2103.83,40.8
V00200,2025-04-06,Mexicali,Mexicali-Nueva,Ropa,Gorras,Proveedor Norte SA,Vendedor_28,11,2346.24,0,2346.24,25808.64,Tarjeta Crédito,No,1614.12,34.4
V00201,2025-03-30,Mexicali,Mexicali-Baja,Ferretería,Brochas,Mayoreo TJ,Vendedor_03,14,3302.62,25,2476.97,34677.58,Vale Despensa,No,1511.66,45.4
V00202,2025-05-22,Ensenada,Ensenada-Centro,Alimentos,Carnes Frías,Distribuidora BC,Vendedor_19,15,4323.99,0,4323.99,64859.85,Efectivo,No,2235.38,36.7
V00203,2024-09-10,Ensenada,Ensenada-Centro,Farmacia,Termómetros,Proveedor Norte SA,Vendedor_15,4,4393.51,20,3514.81,14059.24,Tarjeta Crédito,Cambio de opinión,2359.95,47.7
V00204,2025-03-14,Tecate,Tecate-Centro,Ropa,Zapatos,Mayoreo TJ,Vendedor_26,20,6495.09,15,5520.83,110416.6,Tarjeta Débito,No cumplió expectativas,4243.78,47.2
V00205,2024-10-26,Rosarito,Rosarito-Principal,Ferretería,Electricidad,Logística Frontera,Vendedor_28,11,4795.02,0,4795.02,52745.22,Vale Despensa,Cambio de opinión,3339.12,42.2
V00206,2024-09-12,Tijuana,Tijuana-Otay,Hogar,Muebles,Surtimax,Vendedor_27,5,7940.27,0,7940.27,39701.35,Tarjeta Débito,No cumplió expectativas,5084.7,42.0
V00207,2024-03-18,Tecate,Tecate-Centro,Ferretería,Electricidad,Abastos del Pacífico,Vendedor_17,15,5041.11,20,4032.89,60493.35,Tarjeta Crédito,Talla incorrecta,3144.02,50.1
V00208,2025-01-01,Tecate,Tecate-Centro,Alimentos,Snacks,Abastos del Pacífico,Vendedor_07,15,6957.82,0,6957.82,104367.3,Transferencia,Talla incorrecta,4565.8,34.8
V00209,2024-02-19,Ensenada,Ensenada-Maneadero,Alimentos,Lácteos,Distribuidora BC,Vendedor_21,11,4550.83,25,3413.12,37544.32,Transferencia,Defecto de fábrica,2066.4,52.2
V00210,2024-05-15,Mexicali,Mexicali-Baja,Hogar,Muebles,Mayoreo TJ,Vendedor_28,7,7935.11,20,6348.09,44436.63,Tarjeta Crédito,Cambio de opinión,3755.97,29.4
V00211,2025-03-15,Tijuana,Tijuana-Playas,Farmacia,Higiene,Distribuidora BC,Vendedor_01,8,461.71,10,415.54,3324.32,Tarjeta Débito,Talla incorrecta,262.81,20.3
V00212,2025-03-08,Mexicali,Mexicali-Nueva,Farmacia,Termómetros,Comercial Baja,Vendedor_03,4,123.83,15,105.26,421.04,Tarjeta Débito,No cumplió expectativas,67.58,44.2
V00213,2024-05-16,Tijuana,Tijuana-Garita,Alimentos,Conservas,Distribuidora BC,Vendedor_17,13,7053.86,0,7053.86,91700.18,Vale Despensa,No cumplió expectativas,3189.18,41.0
V00214,2025-03-29,Tecate,Tecate-Centro,Farmacia,Cuidado Personal,Distribuidora BC,Vendedor_29,14,5043.24,0,5043.24,70605.36,Efectivo,Duplicado,2445.99,19.9
V00215,2024-10-10,San Quintín,San Quintín-Central,Alimentos,Cereales,Importaciones Mex,Vendedor_18,8,2550.3,0,2550.3,20402.4,Vale Despensa,Talla incorrecta,1530.19,39.3
V00216,2024-10-29,San Quintín,San Quintín-Central,Farmacia,Primeros Auxilios,Importaciones Mex,Vendedor_16,13,1683.29,5,1599.13,20788.69,Transferencia,Defecto de fábrica,804.93,35.0
V00217,2025-01-31,Rosarito,Rosarito-Principal,Ferretería,Herramientas,Abastos del Pacífico,Vendedor_12,5,7895.72,15,6711.36,33556.8,Vale Despensa,No,4901.15,45.5
V00218,2024-03-02,Tijuana,Tijuana-Garita,Ferretería,Pinturas,Logística Frontera,Vendedor_21,2,159.66,5,151.68,303.36,Vale Despensa,No,102.47,31.9
V00219,2024-07-27,Tecate,Tecate-Centro,Farmacia,Higiene,Surtimax,Vendedor_13,3,2255.87,10,2030.28,6090.84,Vale Despensa,No cumplió expectativas,1372.86,48.4
V00220,2024-09-07,San Quintín,San Quintín-Central,Alimentos,Cereales,Abastos del Pacífico,Vendedor_04,2,5853.17,5,5560.51,11121.02,Transferencia,Talla incorrecta,3529.9,17.2
V00221,2025-05-23,San Quintín,San Quintín-Central,Electrónica,Televisores,Logística Frontera,Vendedor_06,6,5677.81,0,5677.81,34066.86,Tarjeta Crédito,No,2735.19,46.2
V00222,2024-03-06,Ensenada,Ensenada-Centro,Electrónica,Cargadores,Distribuidora BC,Vendedor_16,17,6466.51,10,5819.86,98937.62,Transferencia,Cambio de opinión,3735.67,17.2
V00223,2024-04-28,Rosarito,Rosarito-Principal,Alimentos,Lácteos,Proveedor Norte SA,Vendedor_02,19,2078.17,0,2078.17,39485.23,Efectivo,Duplicado,1062.23,33.9
V00224,2024-11-25,Tecate,Tecate-Centro,Ropa,Camisas,Abastos del Pacífico,Vendedor_30,8,4445.28,20,3556.22,28449.76,Tarjeta Crédito,Duplicado,2301.83,18.1
V00225,2024-03-11,Ensenada,Ensenada-Centro,Ferretería,Herramientas,Logística Frontera,Vendedor_25,13,1475.79,0,1475.79,19185.27,Tarjeta Crédito,No,784.86,37.1
V00226,2024-09-05,Tijuana,Tijuana-Playas,Ropa,Chamarras,Surtimax,Vendedor_19,20,4532.26,10,4079.03,81580.6,Transferencia,No,3170.07,46.0
V00227,2024-12-20,San Quintín,San Quintín-Central,Ropa,Camisas,Surtimax,Vendedor_01,8,7462.56,0,7462.56,59700.48,Transferencia,Defecto de fábrica,4942.09,44.1
V00228,2024-10-13,Tijuana,Tijuana-Otay,Ferretería,Plomería,Proveedor Norte SA,Vendedor_30,5,3387.54,0,3387.54,16937.7,Tarjeta Débito,Talla incorrecta,2284.29,35.8
V00229,2024-03-17,San Quintín,San Quintín-Central,Hogar,Lámparas,Proveedor Norte SA,Vendedor_14,13,4667.13,0,4667.13,60672.69,Tarjeta Débito,No,2376.47,25.4
V00230,2024-03-17,Ensenada,Ensenada-Maneadero,Farmacia,Bebés,Mayoreo TJ,Vendedor_25,8,2578.56,10,2320.7,18565.6,Vale Despensa,Duplicado,1230.6,19.2
V00231,2025-04-07,Tecate,Tecate-Centro,Alimentos,Cereales,Comercial Baja,Vendedor_09,7,1009.86,15,858.38,6008.66,Efectivo,Cambio de opinión,477.27,47.3
V00232,2025-02-09,Ensenada,Ensenada-Centro,Ropa,Ropa Interior,Proveedor Norte SA,Vendedor_22,12,1229.17,5,1167.71,14012.52,Tarjeta Crédito,No,633.07,54.6
V00233,2024-05-04,Tijuana,Tijuana-La Mesa,Hogar,Cojines,Proveedor Norte SA,Vendedor_27,5,803.07,0,803.07,4015.35,Tarjeta Débito,Defecto de fábrica,387.62,47.9
V00234,2024-03-07,Ensenada,Ensenada-Centro,Ferretería,Electricidad,Comercial Baja,Vendedor_26,1,7343.56,0,7343.56,7343.56,Tarjeta Débito,Duplicado,3473.46,48.9
V00235,2025-05-23,Ensenada,Ensenada-Centro,Electrónica,Cámaras,Abastos del Pacífico,Vendedor_22,13,452.57,20,362.06,4706.78,Transferencia,Defecto de fábrica,223.21,23.6
V00236,2024-09-08,Mexicali,Mexicali-Baja,Alimentos,Condimentos,Comercial Baja,Vendedor_14,20,7073.22,0,7073.22,141464.4,Vale Despensa,Cambio de opinión,4030.02,18.5
V00237,2024-01-20,Tecate,Tecate-Centro,Hogar,Cojines,Surtimax,Vendedor_16,18,5159.09,5,4901.14,88220.52,Vale Despensa,No,3329.46,28.8
V00238,2024-08-12,Rosarito,Rosarito-Principal,Hogar,Utensilios,Logística Frontera,Vendedor_02,20,1479.54,15,1257.61,25152.2,Transferencia,Defecto de fábrica,861.62,45.7
V00239,2024-02-27,Mexicali,Mexicali-Centro,Electrónica,Tabletas,Abastos del Pacífico,Vendedor_12,18,5272.07,10,4744.86,85407.48,Tarjeta Débito,Duplicado,2604.53,38.7
V00240,2024-05-25,San Quintín,San Quintín-Central,Ferretería,Herramientas,Importaciones Mex,Vendedor_27,19,5642.45,15,4796.08,91125.52,Transferencia,No,3303.83,22.0
V00241,2025-05-04,Tijuana,Tijuana-Garita,Electrónica,Tabletas,Surtimax,Vendedor_30,17,4833.22,0,4833.22,82164.74,Vale Despensa,Defecto de fábrica,2418.38,20.2
V00242,2025-01-08,San Quintín,San Quintín-Central,Alimentos,Snacks,Surtimax,Vendedor_23,4,224.21,0,224.21,896.84,Transferencia,Talla incorrecta,133.74,28.5
V00243,2024-06-27,Ensenada,Ensenada-Centro,Ropa,Calcetines,Surtimax,Vendedor_08,11,6345.15,25,4758.86,52347.46,Vale Despensa,No,4147.28,30.1
V00244,2024-02-03,San Quintín,San Quintín-Central,Ropa,Vestidos,Surtimax,Vendedor_30,19,5844.21,20,4675.37,88832.03,Vale Despensa,No cumplió expectativas,2952.63,37.6
V00245,2024-03-31,Tecate,Tecate-Centro,Alimentos,Bebidas,Comercial Baja,Vendedor_01,6,1942.07,15,1650.76,9904.56,Tarjeta Crédito,No,975.74,42.7
V00246,2024-06-19,Ensenada,Ensenada-Maneadero,Electrónica,Televisores,Comercial Baja,Vendedor_29,14,432.77,25,324.58,4544.12,Transferencia,No,232.75,30.0
V00247,2024-01-21,Tecate,Tecate-Centro,Ropa,Gorras,Logística Frontera,Vendedor_04,10,635.99,0,635.99,6359.9,Efectivo,No,340.54,50.5
V00248,2025-03-17,Mexicali,Mexicali-Nueva,Electrónica,Laptops,Abastos del Pacífico,Vendedor_06,1,2736.71,25,2052.53,2052.53,Efectivo,No cumplió expectativas,1300.8,23.2
V00249,2024-04-08,Mexicali,Mexicali-Baja,Farmacia,Primeros Auxilios,Abastos del Pacífico,Vendedor_19,8,5301.75,10,4771.57,38172.56,Vale Despensa,Defecto de fábrica,3498.96,21.1
V00250,2024-04-09,Ensenada,Ensenada-Centro,Hogar,Lámparas,Importaciones Mex,Vendedor_06,7,2391.67,25,1793.75,12556.25,Tarjeta Crédito,Defecto de fábrica,1660.45,33.9
V00251,2025-01-31,Tijuana,Tijuana-Playas,Hogar,Cortinas,Surtimax,Vendedor_29,3,3938.32,10,3544.49,10633.47,Transferencia,No cumplió expectativas,2135.95,32.8
V00252,2024-03-04,Ensenada,Ensenada-Maneadero,Hogar,Utensilios,Distribuidora BC,Vendedor_03,19,1848.63,10,1663.77,31611.63,Tarjeta Crédito,No cumplió expectativas,1205.39,31.6
V00253,2025-05-01,Rosarito,Rosarito-Principal,Ferretería,Herramientas,Importaciones Mex,Vendedor_16,18,6734.34,20,5387.47,96974.46,Tarjeta Crédito,No,3163.38,51.1
V00254,2024-06-20,San Quintín,San Quintín-Central,Ferretería,Tornillería,Importaciones Mex,Vendedor_05,6,1006.24,25,754.68,4528.08,Efectivo,Duplicado,559.31,54.5
V00255,2024-03-09,Tecate,Tecate-Centro,Farmacia,Higiene,Abastos del Pacífico,Vendedor_18,11,6681.16,10,6013.04,66143.44,Transferencia,Talla incorrecta,3928.61,49.3
V00256,2024-04-12,Rosarito,Rosarito-Principal,Electrónica,Cables,Distribuidora BC,Vendedor_26,5,944.52,0,944.52,4722.6,Tarjeta Crédito,Talla incorrecta,629.87,50.2
V00257,2024-06-25,Tecate,Tecate-Centro,Hogar,Cortinas,Abastos del Pacífico,Vendedor_05,2,4597.58,25,3448.18,6896.36,Vale Despensa,Cambio de opinión,2768.5,42.7
V00258,2025-01-16,Tijuana,Tijuana-La Mesa,Alimentos,Carnes Frías,Surtimax,Vendedor_27,9,441.86,25,331.39,2982.51,Tarjeta Crédito,Defecto de fábrica,233.19,48.7
V00259,2024-10-02,San Quintín,San Quintín-Central,Ropa,Vestidos,Distribuidora BC,Vendedor_07,11,2438.82,25,1829.12,20120.32,Transferencia,No,1226.35,48.0
V00260,2024-11-14,San Quintín,San Quintín-Central,Ferretería,Adhesivos,Abastos del Pacífico,Vendedor_05,3,6577.09,0,6577.09,19731.27,Vale Despensa,No,4405.55,16.2
V00261,2024-07-22,Mexicali,Mexicali-Centro,Electrónica,Tabletas,Surtimax,Vendedor_27,12,312.91,0,312.91,3754.92,Transferencia,Cambio de opinión,180.32,40.4
V00262,2025-04-30,Tijuana,Tijuana-Garita,Ropa,Ropa Interior,Surtimax,Vendedor_12,6,3935.85,25,2951.89,17711.34,Tarjeta Débito,No,2595.35,25.3
V00263,2024-08-07,San Quintín,San Quintín-Central,Alimentos,Snacks,Importaciones Mex,Vendedor_22,19,3123.2,0,3123.2,59340.8,Tarjeta Débito,Duplicado,1615.54,31.4
V00264,2024-09-15,Tijuana,Tijuana-Garita,Hogar,Cobijas,Logística Frontera,Vendedor_23,8,5196.6,0,5196.6,41572.8,Tarjeta Crédito,No,2889.06,30.1
V00265,2024-04-14,Ensenada,Ensenada-Maneadero,Alimentos,Carnes Frías,Surtimax,Vendedor_18,19,3760.25,20,3008.2,57155.8,Vale Despensa,Defecto de fábrica,2264.66,26.9
V00266,2024-09-24,Tijuana,Tijuana-La Mesa,Electrónica,Cargadores,Importaciones Mex,Vendedor_05,9,7907.47,15,6721.35,60492.15,Vale Despensa,Cambio de opinión,5071.6,51.0
V00267,2024-10-29,Rosarito,Rosarito-Principal,Farmacia,Bebés,Abastos del Pacífico,Vendedor_13,16,5462.01,0,5462.01,87392.16,Transferencia,Cambio de opinión,3463.91,38.3
V00268,2024-11-03,Rosarito,Rosarito-Principal,Alimentos,Carnes Frías,Mayoreo TJ,Vendedor_10,12,5506.23,25,4129.67,49556.04,Efectivo,No cumplió expectativas,3125.86,44.6
V00269,2024-08-16,San Quintín,San Quintín-Central,Farmacia,Bebés,Abastos del Pacífico,Vendedor_26,12,5252.76,5,4990.12,59881.44,Tarjeta Crédito,Cambio de opinión,2851.83,38.4
V00270,2024-07-18,Tecate,Tecate-Centro,Hogar,Muebles,Distribuidora BC,Vendedor_28,16,6937.83,0,6937.83,111005.28,Transferencia,No,4041.01,31.5
V00271,2024-11-19,Mexicali,Mexicali-Centro,Ropa,Ropa Interior,Distribuidora BC,Vendedor_16,5,3303.08,25,2477.31,12386.55,Tarjeta Crédito,No cumplió expectativas,2007.47,22.1
V00272,2024-06-11,San Quintín,San Quintín-Central,Electrónica,Cámaras,Distribuidora BC,Vendedor_05,19,2224.55,0,2224.55,42266.45,Vale Despensa,No,1242.25,32.2
V00273,2024-01-15,Tecate,Tecate-Centro,Hogar,Muebles,Importaciones Mex,Vendedor_01,12,349.92,5,332.42,3989.04,Efectivo,No,212.29,25.0
V00274,2024-03-07,San Quintín,San Quintín-Central,Alimentos,Lácteos,Logística Frontera,Vendedor_10,6,866.53,10,779.88,4679.28,Transferencia,Defecto de fábrica,547.61,38.9
V00275,2024-07-11,Ensenada,Ensenada-Maneadero,Farmacia,Higiene,Abastos del Pacífico,Vendedor_01,12,2774.73,25,2081.05,24972.6,Tarjeta Débito,No cumplió expectativas,1404.24,54.4
V00276,2024-09-18,Mexicali,Mexicali-Nueva,Electrónica,Celulares,Proveedor Norte SA,Vendedor_20,13,1029.14,0,1029.14,13378.82,Efectivo,No,633.43,41.1
V00277,2024-09-15,Tijuana,Tijuana-Garita,Farmacia,Vitaminas,Mayoreo TJ,Vendedor_07,4,3363.37,20,2690.7,10762.8,Efectivo,No,1766.71,41.5
V00278,2024-04-30,San Quintín,San Quintín-Central,Ferretería,Tornillería,Distribuidora BC,Vendedor_26,17,3379.66,0,3379.66,57454.22,Efectivo,Cambio de opinión,1941.39,39.4
V00279,2025-05-23,Ensenada,Ensenada-Centro,Alimentos,Cereales,Comercial Baja,Vendedor_11,18,2398.04,0,2398.04,43164.72,Tarjeta Débito,Duplicado,1080.76,41.9
V00280,2024-03-17,Tijuana,Tijuana-Zona Río,Farmacia,Termómetros,Logística Frontera,Vendedor_21,17,1235.7,0,1235.7,21006.9,Tarjeta Débito,Talla incorrecta,697.17,54.1
V00281,2025-01-03,Ensenada,Ensenada-Maneadero,Electrónica,Laptops,Abastos del Pacífico,Vendedor_24,10,6514.77,0,6514.77,65147.7,Efectivo,No,3086.37,45.3
